,id,codigo_curriculo,codigo_ingresso,periodo_ingresso,forma_ingresso,codigo_evasao,forma_evasao,periodo_evasao,evadiu_periodo,forma_saida,acao_afirmativa,tipo_reserva_vagas,forma_reserva_vagas,sexo,codigo_cor,nome_cor,idade_ingresso,idade_evasao,tipo_ensino_medio,ensino_medio,apv_media_geral
3869,A391601,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,,1.0,Somente escola privada,629.42
2944,Q150644,1999,18,2015.2,SISU,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2017.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,23,25.0,1.0,Somente escola privada,632.0
3902,L349873,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,,1.0,Somente escola privada,620.22
3871,Z314684,2017,18,2015.2,SISU,1,GRADUADO,2019.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,21.0,1.0,Somente escola privada,657.36
2903,K363527,1999,18,2015.2,SISU,12,CANCELADO NOVO INGRESSO MESMO CURSO,2017.2,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,19.0,1.0,Somente escola privada,641.9
3843,W221073,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,,1.0,Somente escola privada,681.54
3884,J108464,2017,18,2015.2,SISU,4,CANCELAMENTO POR ABANDONO,2018.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,20.0,1.0,Somente escola privada,623.54
3885,I258816,2017,18,2015.2,SISU,12,CANCELADO NOVO INGRESSO MESMO CURSO,2018.2,7.0,Reingresso,Sim,2,Escola Renda Cor,Feminino,3,Parda,23,26.0,2.0,Somente escola pública,607.44
3890,Z317490,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,,1.0,Somente escola privada,627.08
3875,L137292,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Sim,3,Escola Renda,Feminino,1,Branca,21,,2.0,Somente escola pública,635.56
3874,F137495,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Sim,2,Escola Renda Cor,Feminino,3,Parda,20,,2.0,Somente escola pública,597.68
2950,W281804,1999,18,2015.2,SISU,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1,4.0,Evadido,Sim,2,Escola Renda Cor,Feminino,2,Preta,20,22.0,2.0,Somente escola pública,554.9
3881,F082363,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Sim,4,Escola Cor,Feminino,3,Parda,20,,2.0,Somente escola pública,597.9
3844,D307779,2017,18,2015.2,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,24,,1.0,Somente escola privada,687.48
3801,B361802,2017,18,2015.1,SISU,4,CANCELAMENTO POR ABANDONO,2018.2,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,27,30.0,1.0,Somente escola privada,681.14
3792,F153223,2017,18,2015.1,SISU,1,GRADUADO,2019.2,10.0,Graduado,Sim,2,Escola Renda Cor,Feminino,3,Parda,18,22.0,2.0,Somente escola pública,635.94
3769,Y270500,2017,18,2015.1,SISU,1,GRADUADO,2019.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,22.0,1.0,Somente escola privada,691.12
3787,R193063,2017,18,2015.1,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,,1.0,Somente escola privada,693.88
3845,O223964,2017,18,2015.1,SISU,1,GRADUADO,2019.2,10.0,Graduado,Sim,5,Escola,Feminino,1,Branca,17,21.0,2.0,Somente escola pública,669.18
2969,R014039,1999,18,2015.1,SISU,4,CANCELAMENTO POR ABANDONO,2016.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,19.0,1.0,Somente escola privada,681.32
3835,F359043,2017,18,2015.1,SISU,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,,1.0,Somente escola privada,645.92
3863,M150521,2017,6,2015.1,REOPCAO,1,GRADUADO,2019.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,23.0,1.0,Somente escola privada,
3806,H174409,2017,18,2015.1,SISU,1,GRADUADO,2019.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,22.0,1.0,Somente escola privada,724.52
2891,S029564,1999,5,2015.1,GRADUADO,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2015.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,33,33.0,2.0,Somente escola pública,
2866,Y112440,1999,18,2015.1,SISU,21,CANCELADO REPROVOU TODAS POR FALTAS,2015.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,17.0,1.0,Somente escola privada,685.1
2874,D359971,1999,18,2015.1,SISU,4,CANCELAMENTO POR ABANDONO,2015.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,24,24.0,1.0,Somente escola privada,650.58
2885,L098546,1999,18,2015.1,SISU,4,CANCELAMENTO POR ABANDONO,2017.1,5.0,Evadido,Sim,4,Escola Cor,Feminino,3,Parda,21,23.0,2.0,Somente escola pública,593.32
2884,Z225111,1999,18,2015.1,SISU,4,CANCELAMENTO POR ABANDONO,2015.2,2.0,Evadido,Sim,4,Escola Cor,Feminino,3,Parda,27,27.0,2.0,Somente escola pública,597.96
2765,S018990,1999,18,2014.2,SISU,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,21.0,2.0,Somente escola pública,660.74
2752,K359277,1999,18,2014.2,SISU,1,GRADUADO,2019.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,25.0,1.0,Somente escola privada,766.94
2812,F034445,1999,18,2014.2,SISU,12,CANCELADO NOVO INGRESSO MESMO CURSO,2015.2,3.0,Reingresso,Sim,4,Escola Cor,Feminino,3,Parda,19,20.0,2.0,Somente escola pública,577.8
2828,P205251,1999,18,2014.2,SISU,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2014.2,1.0,Evadido,Sim,3,Escola Renda,Feminino,1,Branca,18,18.0,2.0,Somente escola pública,595.9
2808,D237266,1999,18,2014.2,SISU,4,CANCELAMENTO POR ABANDONO,2015.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,23,24.0,1.0,Somente escola privada,636.1
2795,F192879,1999,18,2014.2,SISU,1,GRADUADO,2019.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,24.0,1.0,Somente escola privada,611.5
2790,O335159,1999,18,2014.2,SISU,14,CANCELADO NOVO INGRESSO OUTRO CURSO,2015.1,2.0,Evadido,Sim,4,Escola Cor,Feminino,0,Não declarada,19,20.0,2.0,Somente escola pública,596.2
2792,T101665,1999,18,2014.2,SISU,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,28,30.0,2.0,Somente escola pública,623.9
2793,K241785,1999,18,2014.2,SISU,21,CANCELADO REPROVOU TODAS POR FALTAS,2015.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,20.0,1.0,Somente escola privada,621.4
2782,H154853,1999,18,2014.2,SISU,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,5.0,Reingresso,Sim,2,Escola Renda Cor,Feminino,3,Parda,19,21.0,2.0,Somente escola pública,623.5
3686,J222002,2017,18,2014.2,SISU,1,GRADUADO,2019.2,11.0,Graduado,Sim,5,Escola,Feminino,1,Branca,19,24.0,2.0,Somente escola pública,648.8
2783,L266574,1999,18,2014.2,SISU,4,CANCELAMENTO POR ABANDONO,2015.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,18.0,1.0,Somente escola privada,617.5
3750,U157075,2017,18,2014.2,SISU,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2019.1,10.0,Evadido,Sim,2,Escola Renda Cor,Feminino,3,Parda,24,29.0,2.0,Somente escola pública,605.9
3747,W027298,2017,18,2014.2,SISU,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2020.1,12.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,26.0,1.0,Somente escola privada,626.0
2656,J233040,1999,16,2014.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2015.1,3.0,Evadido,Sim,5,Escola,Feminino,1,Branca,19,20.0,2.0,Somente escola pública,709.5
2657,X381705,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2019.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,22.0,1.0,Somente escola privada,763.4
2889,D166923,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2018.1,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,24.0,1.0,Somente escola privada,687.5
2965,Z391555,1999,16,2014.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,24,26.0,4.0,"Pública e privada, tendo ficado mais tempo em escola privada",687.1
2661,Z040206,1999,16,2014.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2015.1,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,19.0,1.0,Somente escola privada,703.0
2659,H297570,1999,16,2014.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2018.1,9.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,22.0,1.0,Somente escola privada,657.9
2722,H228327,1999,16,2014.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,6.0,Reingresso,Sim,4,Escola Cor,Feminino,2,Preta,19,21.0,2.0,Somente escola pública,578.5
2721,D177002,1999,16,2014.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.2,2.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,23,23.0,1.0,Somente escola privada,636.1
2664,M386806,1999,16,2014.1,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,18.0,1.0,Somente escola privada,670.3
2715,T052126,1999,16,2014.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2014.2,2.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,18.0,1.0,Somente escola privada,643.8
2712,T339511,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2017.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,22,25.0,2.0,Somente escola pública,636.0
2749,X317337,1999,16,2014.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2015.2,4.0,Evadido,Sim,5,Escola,Feminino,4,Amarela,20,21.0,2.0,Somente escola pública,632.9
2740,B359873,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2018.1,9.0,Graduado,Sim,3,Escola Renda,Feminino,1,Branca,22,26.0,2.0,Somente escola pública,634.4
2709,T081712,1999,16,2014.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,18,20.0,1.0,Somente escola privada,639.7
2682,O031112,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2015.1,3.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,24,25.0,1.0,Somente escola privada,662.8
2670,M023618,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2019.1,11.0,Graduado,Sim,3,Escola Renda,Feminino,1,Branca,18,23.0,2.0,Somente escola pública,662.7
2703,V346571,1999,16,2014.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.1,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20.0,2.0,Somente escola pública,656.5
2701,G207488,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2019.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,22.0,1.0,Somente escola privada,692.0
2700,Q247150,1999,16,2014.1,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2016.2,6.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,25,27.0,2.0,Somente escola pública,670.8
2693,V183567,1999,16,2014.1,VESTIBULAR / ENEM,1,GRADUADO,2018.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,21.0,1.0,Somente escola privada,678.2
2548,O394823,1999,16,2013.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,23,24.0,1.0,Somente escola privada,621.9
2547,N079795,1999,16,2013.2,VESTIBULAR / ENEM,1,GRADUADO,2018.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,22.0,2.0,Somente escola pública,631.6
2549,N386038,1999,16,2013.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2014.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,18,19.0,1.0,Somente escola privada,657.3
2552,S288598,1999,16,2013.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2016.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,20.0,1.0,Somente escola privada,624.3
2528,H229761,1999,16,2013.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,19.0,1.0,Somente escola privada,656.2
2554,M058030,1999,16,2013.2,VESTIBULAR / ENEM,1,GRADUADO,2016.1,6.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,24.0,1.0,Somente escola privada,626.2
2588,K175830,1999,16,2013.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2017.2,9.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,25,29.0,1.0,Somente escola privada,620.1
2614,L126907,1999,16,2013.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2013.2,1.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,18.0,1.0,Somente escola privada,608.4
2634,G246877,1999,16,2013.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2015.2,5.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,22.0,1.0,Somente escola privada,606.0
2628,X032370,1999,16,2013.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,19.0,1.0,Somente escola privada,607.1
3586,G174775,2017,16,2013.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2019.2,13.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,23.0,1.0,Somente escola privada,601.6
2601,H298443,1999,16,2013.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20.0,1.0,Somente escola privada,617.1
3558,D253492,2017,16,2013.2,VESTIBULAR / ENEM,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,23,,1.0,Somente escola privada,614.8
2599,I382040,1999,16,2013.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,24,27.0,1.0,Somente escola privada,610.4
2644,I022234,1999,16,2013.2,VESTIBULAR / ENEM,1,GRADUADO,2019.1,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,27.0,1.0,Somente escola privada,600.8
2605,C156921,1999,16,2013.2,VESTIBULAR / ENEM,1,GRADUADO,2017.1,8.0,Graduado,Sim,2,Escola Renda Cor,Feminino,3,Parda,22,26.0,2.0,Somente escola pública,615.6
2606,M153514,1999,16,2013.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.2,1.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,20.0,2.0,Somente escola pública,610.4
2638,T312577,1999,16,2013.2,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2014.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,20.0,1.0,Somente escola privada,601.0
2578,P188788,1999,16,2013.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,22.0,3.0,"Pública e privada, tendo ficado mais tempo em escola pública",662.7
2575,H138224,1999,16,2013.2,VESTIBULAR / ENEM,1,GRADUADO,2018.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,22.0,1.0,Somente escola privada,691.0
2504,C391082,1999,16,2013.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,17,18.0,1.0,Somente escola privada,643.3
2542,D358342,1999,16,2013.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,21,23.0,1.0,Somente escola privada,628.2
2558,R289043,1999,16,2013.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,22.0,1.0,Somente escola privada,620.9
2482,R386816,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2016.2,8.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,28,31.0,1.0,Somente escola privada,652.9
2480,X178861,1999,16,2013.1,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2013.2,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,19.0,1.0,Somente escola privada,660.9
2405,S224750,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2018.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,24.0,2.0,Somente escola pública,702.8
2447,M017041,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2018.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,23.0,1.0,Somente escola privada,755.5
2492,T185782,1999,16,2013.1,VESTIBULAR / ENEM,8,CANCELAMENTO P/ SOLICITACAO ALUNO,2014.2,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,20.0,2.0,Somente escola pública,636.4
2583,T262056,1999,16,2013.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,18,20.0,1.0,Somente escola privada,617.1
2459,D288113,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2018.2,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,25.0,1.0,Somente escola privada,658.0
2432,Y237592,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2017.2,10.0,Graduado,Sim,3,Escola Renda,Feminino,3,Parda,18,22.0,2.0,Somente escola pública,675.2
2420,L349620,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2017.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,22.0,1.0,Somente escola privada,749.6
2498,Q374342,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2017.2,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,22.0,1.0,Somente escola privada,640.9
2431,M100413,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2018.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,19,24.0,2.0,Somente escola pública,671.6
2429,F288947,1999,16,2013.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,23.0,1.0,Somente escola privada,687.9
2495,K135701,1999,16,2013.1,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,23.0,1.0,Somente escola privada,640.2
2422,I081697,1999,16,2013.1,VESTIBULAR / ENEM,1,GRADUADO,2018.1,11.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,24.0,1.0,Somente escola privada,717.3
2305,O143614,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2016.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,17,21.0,2.0,Somente escola pública,628.1
2307,Z248248,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,28,29.0,1.0,Somente escola privada,624.3
2308,Z349881,1999,16,2012.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2017.2,11.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,20,25.0,2.0,Somente escola pública,630.5
2301,C080595,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2019.2,15.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,21,28.0,1.0,Somente escola privada,622.9
2278,H186401,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2018.1,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,25.0,1.0,Somente escola privada,629.4
2279,C018179,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,26,27.0,1.0,Somente escola privada,619.1
2289,N107143,1999,16,2012.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2014.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,21.0,1.0,Somente escola privada,634.1
2292,F151727,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2018.1,12.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,17,23.0,2.0,Somente escola pública,631.4
2295,V344320,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2014.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,22,24.0,1.0,Somente escola privada,627.5
2315,S277133,1999,16,2012.2,VESTIBULAR / ENEM,12,CANCELADO NOVO INGRESSO MESMO CURSO,2013.2,3.0,Reingresso,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,21,22.0,2.0,Somente escola pública,610.6
2365,T051458,1999,16,2012.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1,4.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,23,25.0,2.0,Somente escola pública,605.5
2318,R349507,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,25,26.0,2.0,Somente escola pública,609.8
2376,E066036,1999,16,2012.2,VESTIBULAR / ENEM,4,CANCELAMENTO POR ABANDONO,2015.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,21.0,1.0,Somente escola privada,598.5
3389,I243412,2017,6,2012.2,REOPCAO,0,REGULAR,0.0,,Regular,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,23,,2.0,Somente escola pública,
2374,U116199,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2017.1,10.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,21,26.0,2.0,Somente escola pública,604.8
2372,E174136,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,4,Amarela,23,24.0,1.0,Somente escola privada,605.7
2363,P200629,1999,16,2012.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1,6.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,2,Preta,21,24.0,1.0,Somente escola privada,602.8
2433,W119141,1999,6,2012.2,REOPCAO,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2,7.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,21.0,1.0,Somente escola privada,
2398,H372271,1999,16,2012.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2,9.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,24.0,1.0,Somente escola privada,594.8
2393,I238822,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.2,3.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,21.0,1.0,Somente escola privada,595.3
2413,N181023,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2013.1,2.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,19,20.0,2.0,Somente escola pública,596.4
2425,N199222,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2013.1,2.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,24,25.0,1.0,Somente escola privada,597.7
2330,L251955,1999,16,2012.2,VESTIBULAR / ENEM,21,CANCELADO REPROVOU TODAS POR FALTAS,2016.1,8.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,20,24.0,2.0,Somente escola pública,619.1
2327,T105689,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2016.2,9.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,20,24.0,2.0,Somente escola pública,629.2
2321,D130417,1999,16,2012.2,VESTIBULAR / ENEM,22,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2,5.0,Evadido,Não,1,Sem Reserva De Vagas,Feminino,3,Parda,18,20.0,1.0,Somente escola privada,612.7
2352,D257261,1999,16,2012.2,VESTIBULAR / ENEM,1,GRADUADO,2015.1,6.0,Graduado,Não,1,Sem Reserva De Vagas,Feminino,1,Branca,25,28.0,1.0,Somente escola privada,618.3
